score_name,selection_method,front,back,verified_set,top20,top50,top100,verified_available,verified_total,missing_verified,top20_hits,top50_hits,top100_hits,top20_heads,path
global__txt_attn_raw_all__C_toi_HminusG,global,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,5,10,17,29,30,L12H10,L14H16 L15H25 L18H9 L26H9 L26H28,L14H16 L15H25 L18H9 L19H27 L20H20 L26H9 L26H28 L30H9 L31H3 L31H26,L14H16 L15H24 L15H25 L16H9 L16H29 L18H9 L19H18 L19H27 L20H5 L20H12 L20H20 L26H9 L26H28 L27H29 L30H9 L31H3 L31H26,L31H27 L31H13 L14H20 L29H10 L28H25 L26H9 L14H16 L31H0 L23H18 L15H25 L26H28 L16H2 L29H15 L27H12 L18H9 L30H10 L26H14 L18H23 L15H4 L28H23,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_toi_HminusG.json
global__txt_attn_raw_all__C_toi_HminusG,global,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,6,11,19,29,30,L12H10,L14H16 L15H25 L18H9 L26H9 L26H28 L31H27,L14H16 L15H25 L18H9 L19H27 L20H20 L26H9 L26H28 L30H9 L31H3 L31H26 L31H27,L14H16 L15H24 L15H25 L16H29 L18H9 L19H18 L19H27 L20H5 L20H12 L20H20 L22H17 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26 L31H27,L31H27 L31H13 L14H20 L29H10 L28H25 L26H9 L14H16 L31H0 L23H18 L15H25 L26H28 L16H2 L29H15 L27H12 L18H9 L30H10 L26H14 L18H23 L15H4 L28H23,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_toi_HminusG.json
local__txt_attn_raw_all__C_toi_HminusG,local,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,4,9,17,29,30,L12H10,L15H25 L18H9 L19H27 L26H9,L14H16 L15H25 L18H9 L19H27 L20H20 L22H20 L26H9 L26H28 L30H9,L14H16 L15H25 L16H9 L18H9 L19H18 L19H27 L20H5 L20H12 L20H20 L22H20 L26H9 L26H28 L27H29 L29H8 L30H9 L31H3 L31H26,L31H27 L14H20 L29H10 L28H25 L26H9 L23H18 L15H25 L16H2 L27H12 L18H9 L30H10 L24H10 L19H27 L25H23 L13H17 L20H31 L21H10 L17H10 L22H17 L31H13,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_toi_HminusG.json
local__txt_attn_raw_all__C_toi_HminusG,local,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,6,11,17,29,30,L12H10,L15H25 L18H9 L19H27 L22H17 L26H9 L31H27,L14H16 L15H25 L18H9 L19H27 L20H20 L22H17 L22H20 L26H9 L26H28 L30H9 L31H27,L14H16 L15H25 L18H9 L19H18 L19H27 L20H5 L20H12 L20H20 L22H17 L22H20 L26H9 L26H28 L27H29 L30H9 L31H3 L31H26 L31H27,L31H27 L14H20 L29H10 L28H25 L26H9 L23H18 L15H25 L16H2 L27H12 L18H9 L30H10 L24H10 L19H27 L25H23 L13H17 L20H31 L21H10 L17H10 L22H17 L31H13,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_toi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_git,2,3,7,29,30,L12H10,L31H3 L31H26,L14H16 L31H3 L31H26,L14H14 L14H16 L15H25 L26H9 L26H28 L31H3 L31H26,L31H27 L31H13 L31H0 L31H3 L31H26 L31H24 L31H6 L31H2 L31H22 L31H21 L31H12 L31H28 L31H17 L31H19 L31H7 L31H9 L31H15 L31H4 L31H31 L31H14,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_toi_HminusG,verified_HH_yield,3,5,9,29,30,L12H10,L31H3 L31H26 L31H27,L14H4 L14H16 L31H3 L31H26 L31H27,L14H4 L14H14 L14H16 L15H25 L26H9 L26H28 L31H3 L31H26 L31H27,L31H27 L31H13 L31H0 L31H3 L31H26 L31H24 L31H6 L31H2 L31H22 L31H21 L31H12 L31H28 L31H17 L31H19 L31H7 L31H9 L31H15 L31H4 L31H31 L31H14,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_toi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,6,10,14,29,30,L12H10,L14H16 L16H9 L18H9 L20H20 L26H9 L26H28,L14H16 L16H9 L18H9 L19H27 L20H12 L20H20 L26H9 L26H28 L30H9 L31H26,L14H16 L15H24 L16H9 L17H0 L18H9 L19H27 L20H5 L20H12 L20H20 L26H9 L26H28 L30H9 L31H3 L31H26,L29H10 L31H27 L28H25 L14H20 L26H9 L22H11 L26H28 L14H16 L16H2 L26H14 L20H20 L27H12 L18H9 L16H17 L18H23 L19H13 L15H13 L16H9 L23H18 L27H2,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
global__txt_attn_raw_all__C_logtoi_HminusG,global,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,6,10,17,29,30,L12H10,L14H16 L18H9 L20H20 L26H9 L26H28 L31H27,L14H16 L18H9 L19H27 L20H12 L20H20 L26H9 L26H28 L30H9 L31H26 L31H27,L14H4 L14H16 L15H24 L17H0 L18H9 L19H27 L20H5 L20H12 L20H20 L22H17 L26H9 L26H28 L30H5 L30H9 L31H3 L31H26 L31H27,L29H10 L31H27 L28H25 L14H20 L26H9 L22H11 L26H28 L14H16 L16H2 L26H14 L20H20 L27H12 L18H9 L16H17 L18H23 L19H13 L15H13 L16H9 L23H18 L27H2,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,3,10,14,29,30,L12H10,L18H9 L20H20 L26H9,L14H16 L16H9 L18H9 L19H27 L20H12 L20H20 L26H9 L26H28 L30H9 L31H26,L14H16 L16H9 L17H0 L18H9 L19H27 L20H5 L20H12 L20H20 L22H20 L26H9 L26H28 L30H9 L31H3 L31H26,L29H10 L31H27 L28H25 L14H20 L26H9 L22H11 L16H2 L20H20 L27H12 L18H9 L19H13 L15H13 L23H18 L30H12 L21H10 L25H23 L17H9 L24H10 L13H26 L29H15,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
local__txt_attn_raw_all__C_logtoi_HminusG,local,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,4,11,16,29,30,L12H10,L18H9 L20H20 L26H9 L31H27,L14H16 L18H9 L19H27 L20H12 L20H20 L22H17 L26H9 L26H28 L30H9 L31H26 L31H27,L14H16 L17H0 L18H9 L19H27 L20H5 L20H12 L20H20 L22H17 L22H20 L26H9 L26H28 L30H5 L30H9 L31H3 L31H26 L31H27,L29H10 L31H27 L28H25 L14H20 L26H9 L22H11 L16H2 L20H20 L27H12 L18H9 L19H13 L15H13 L23H18 L30H12 L21H10 L25H23 L17H9 L24H10 L13H26 L29H15,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_git,2,3,8,29,30,L12H10,L16H9 L16H29,L14H16 L16H9 L16H29,L14H14 L14H16 L16H9 L16H29 L26H9 L26H28 L31H3 L31H26,L16H2 L16H17 L16H9 L16H31 L16H6 L16H4 L16H13 L16H3 L16H20 L16H0 L16H18 L16H10 L16H27 L16H30 L16H5 L16H21 L16H29 L16H1 L16H15 L16H28,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_logtoi_HminusG,verified_HH_yield,1,3,9,29,30,L12H10,L16H29,L14H4 L14H16 L16H29,L14H4 L14H14 L14H16 L16H29 L26H9 L26H28 L31H3 L31H26 L31H27,L16H2 L16H17 L16H9 L16H31 L16H6 L16H4 L16H13 L16H3 L16H20 L16H0 L16H18 L16H10 L16H27 L16H30 L16H5 L16H21 L16H29 L16H1 L16H15 L16H28,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_logtoi_HminusG.json
global__txt_attn_raw_all__C_itext_mass_HminusG,global,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,7,14,16,29,30,L12H10,L14H16 L16H9 L18H9 L20H12 L26H9 L26H28 L30H9,L14H16 L15H24 L15H25 L16H9 L16H29 L18H9 L19H18 L19H23 L20H12 L26H9 L26H28 L30H9 L31H3 L31H26,L14H16 L15H24 L15H25 L16H9 L16H29 L18H9 L19H18 L19H23 L20H5 L20H12 L22H20 L26H9 L26H28 L30H9 L31H3 L31H26,L18H9 L16H9 L14H16 L16H2 L26H9 L19H13 L16H17 L14H20 L20H12 L26H28 L30H10 L16H6 L16H4 L13H10 L30H9 L15H5 L26H19 L14H12 L13H20 L15H22,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_itext_mass_HminusG.json
global__txt_attn_raw_all__C_itext_mass_HminusG,global,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,6,13,18,29,30,L12H10,L14H16 L18H9 L20H12 L26H9 L26H28 L30H9,L14H16 L15H24 L15H25 L16H29 L18H9 L19H18 L20H12 L22H17 L26H9 L26H28 L30H9 L31H3 L31H26,L14H4 L14H16 L15H24 L15H25 L16H29 L18H9 L19H18 L20H5 L20H12 L22H17 L22H20 L26H9 L26H28 L30H5 L30H9 L31H3 L31H26 L31H27,L18H9 L16H9 L14H16 L16H2 L26H9 L19H13 L16H17 L14H20 L20H12 L26H28 L30H10 L16H6 L16H4 L13H10 L30H9 L15H5 L26H19 L14H12 L13H20 L15H22,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_global__txt_attn_raw_all__C_itext_mass_HminusG.json
local__txt_attn_raw_all__C_itext_mass_HminusG,local,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,6,12,16,29,30,L12H10,L14H16 L16H9 L18H9 L20H12 L26H9 L31H26,L14H16 L16H9 L18H9 L19H23 L20H5 L20H12 L22H20 L26H9 L26H28 L30H9 L31H3 L31H26,L14H16 L15H24 L16H9 L16H29 L18H9 L19H18 L19H23 L20H5 L20H12 L22H20 L26H9 L26H28 L27H29 L30H9 L31H3 L31H26,L18H9 L16H9 L14H16 L26H9 L19H13 L20H12 L30H10 L13H10 L15H5 L21H10 L17H10 L31H26 L23H1 L22H17 L24H6 L28H23 L29H15 L25H23 L27H12 L18H31,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_itext_mass_HminusG.json
local__txt_attn_raw_all__C_itext_mass_HminusG,local,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,6,12,16,29,30,L12H10,L14H16 L18H9 L20H12 L22H17 L26H9 L31H26,L14H16 L18H9 L20H5 L20H12 L22H17 L22H20 L26H9 L26H28 L30H5 L30H9 L31H3 L31H26,L14H16 L15H24 L16H29 L18H9 L19H18 L20H5 L20H12 L22H17 L22H20 L26H9 L26H28 L27H29 L30H5 L30H9 L31H3 L31H26,L18H9 L16H9 L14H16 L26H9 L19H13 L20H12 L30H10 L13H10 L15H5 L21H10 L17H10 L31H26 L23H1 L22H17 L24H6 L28H23 L29H15 L25H23 L27H12 L18H31,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_local__txt_attn_raw_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_git,2,3,10,29,30,L12H10,L16H9 L16H29,L14H16 L16H9 L16H29,L14H14 L14H16 L15H9 L15H10 L15H24 L15H25 L16H9 L16H29 L19H18 L19H23,L16H9 L16H2 L16H17 L16H6 L16H4 L16H29 L16H14 L16H16 L16H18 L16H0 L16H27 L16H30 L16H10 L16H31 L16H20 L16H22 L16H3 L16H21 L16H13 L16H28,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG.json
layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG,layerweighted_top5mean_alpha2,txt_attn_raw_all,C_itext_mass_HminusG,verified_HH_yield,1,3,9,29,30,L12H10,L16H29,L14H4 L14H16 L16H29,L14H4 L14H14 L14H16 L15H9 L15H10 L15H24 L15H25 L16H29 L19H18,L16H9 L16H2 L16H17 L16H6 L16H4 L16H29 L16H14 L16H16 L16H18 L16H0 L16H27 L16H30 L16H10 L16H31 L16H20 L16H22 L16H3 L16H21 L16H13 L16H28,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_layerweighted_top5mean_alpha2__txt_attn_raw_all__C_itext_mass_HminusG.json
