score_name,description,path,top1,top20
text_all,Mean generated-text-prefix attention over all generated steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_text_all.json,L31H27,L31H27 L31H4 L15H11 L29H15 L31H0 L13H8 L14H20 L31H13 L16H9 L28H25 L29H10 L19H16 L16H3 L23H18 L17H28 L26H4 L15H25 L19H18 L19H27 L20H20
itext_all,Mean intervention text-slice attention over all generated steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_itext_all.json,L31H4,L31H4 L31H27 L15H11 L29H15 L14H16 L13H8 L31H0 L14H20 L13H17 L24H23 L31H13 L28H25 L16H9 L29H10 L19H16 L16H3 L26H4 L16H6 L19H18 L17H28
text_hall,Mean generated-text-prefix attention on hallucinated object steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_text_hall.json,L31H27,L31H27 L31H4 L29H15 L31H13 L14H20 L13H8 L14H16 L23H1 L16H9 L15H28 L30H2 L29H10 L28H25 L31H0 L26H9 L17H24 L16H21 L28H23 L16H12 L19H0
text_object,Mean generated-text-prefix attention on object steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_text_object.json,L31H27,L31H27 L31H4 L29H15 L13H8 L28H25 L31H13 L30H2 L17H24 L29H10 L14H20 L16H21 L31H0 L23H1 L16H9 L16H12 L27H12 L28H23 L22H11 L19H0 L15H11
ratio_all,Mean-level T/(T+I) over all generated steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_ratio_all.json,L31H27,L31H27 L15H11 L31H4 L27H15 L13H8 L19H16 L21H22 L31H0 L15H25 L23H1 L23H18 L17H15 L16H11 L18H2 L14H22 L22H26 L14H14 L31H13 L17H17 L15H16
ratio_hall,Mean-level T/(T+I) on hallucinated object steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_ratio_hall.json,L31H27,L31H27 L31H4 L19H0 L13H8 L21H22 L27H15 L26H9 L14H22 L16H15 L27H12 L31H13 L16H12 L28H23 L17H17 L23H18 L15H28 L17H15 L16H11 L19H16 L31H0
logtoi_hall,"Log text-over-image ratio on hallucinated object steps, from mean masses.",LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_logtoi_hall.json,L31H27,L31H27 L31H4 L19H0 L13H8 L21H22 L27H15 L26H9 L14H22 L16H15 L27H12 L31H13 L16H12 L28H23 L17H17 L23H18 L15H28 L17H15 L16H11 L19H16 L31H0
low_image_hall,Heads that pay little image attention on hallucinated object steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_low_image_hall.json,L31H27,L31H27 L22H10 L30H17 L27H24 L26H12 L27H15 L28H10 L30H13 L23H11 L26H6 L29H16 L27H20 L19H17 L17H17 L21H22 L18H29 L30H20 L29H0 L19H0 L27H27
C_text_hall_minus_nonhall,Positive hallucinated minus grounded object contrast in text-prefix attention.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_C_text_hall_minus_nonhall.json,L14H7,L14H7 L13H19 L13H10 L14H16 L13H20 L16H17 L15H5 L20H12 L13H7 L15H7 L18H31 L31H22 L18H9 L21H10 L16H30 L16H4 L19H29 L15H24 L15H28 L30H1
C_ratio_hall_minus_nonhall,Positive hallucinated minus grounded object contrast in T/(T+I).,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_C_ratio_hall_minus_nonhall.json,L16H30,L16H30 L20H30 L18H31 L19H15 L22H16 L14H7 L19H31 L30H24 L21H10 L20H28 L31H22 L16H17 L24H4 L22H23 L23H7 L24H24 L21H13 L21H19 L23H23 L20H12
C_logtoi_hall_minus_nonhall,Positive hallucinated minus grounded object contrast in log text-over-image.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_C_logtoi_hall_minus_nonhall.json,L21H10,L21H10 L29H10 L26H28 L18H23 L19H31 L28H25 L22H11 L13H19 L16H17 L26H9 L18H31 L30H24 L31H27 L15H13 L14H20 L26H14 L29H29 L21H13 L16H30 L14H7
C_itext_hall_minus_nonhall,Positive hallucinated minus grounded object contrast in intervention text-slice mass.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_C_itext_hall_minus_nonhall.json,L13H19,L13H19 L14H7 L13H10 L13H20 L16H17 L13H7 L15H7 L20H12 L18H31 L18H9 L15H5 L16H30 L19H29 L16H4 L21H10 L31H22 L30H1 L16H29 L15H28 L31H12
C_image_drop_nonhall_minus_hall,Image-attention drop from grounded to hallucinated object steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_C_image_drop_nonhall_minus_hall.json,L17H13,L17H13 L22H16 L16H17 L21H10 L17H18 L20H12 L17H30 L20H0 L20H11 L24H24 L20H30 L22H23 L15H5 L20H3 L18H31 L24H17 L24H4 L28H7 L19H31 L16H5
RelC_text_hall_minus_nonhall,Relative contrast in text-prefix attention: delta/(hall+grounded).,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_RelC_text_hall_minus_nonhall.json,L30H24,L30H24 L23H23 L29H29 L25H19 L16H1 L13H19 L25H20 L14H1 L14H7 L16H30 L21H19 L24H26 L31H12 L13H7 L19H12 L31H22 L28H28 L31H1 L27H30 L20H25
RelC_ratio_hall_minus_nonhall,Relative contrast in T/(T+I): delta/(hall+grounded).,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_RelC_ratio_hall_minus_nonhall.json,L16H30,L16H30 L26H3 L20H28 L22H16 L23H7 L30H14 L20H30 L19H21 L19H15 L22H30 L24H24 L21H5 L21H4 L20H0 L20H27 L20H8 L29H21 L17H30 L25H21 L24H4
RelC_logtoi_hall_minus_nonhall,Relative contrast in log text-over-image.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_RelC_logtoi_hall_minus_nonhall.json,L16H30,L16H30 L20H30 L20H28 L22H16 L26H3 L21H10 L23H7 L19H15 L18H31 L19H31 L14H7 L30H24 L24H24 L19H21 L31H22 L24H4 L30H14 L16H17 L22H23 L21H19
RelC_image_drop,Relative image-attention drop on hallucinated object steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_RelC_image_drop.json,L21H10,L21H10 L18H23 L29H10 L19H7 L20H0 L28H25 L26H14 L22H11 L24H16 L19H10 L19H31 L20H1 L21H31 L24H17 L25H21 L24H4 L28H7 L26H25 L20H28 L22H23
Specific_text_delta_x_hall,Absolute text contrast gated by hallucinated-step text strength.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Specific_text_delta_x_hall.json,L14H16,L14H16 L13H10 L16H17 L15H28 L20H12 L15H5 L21H10 L14H7 L18H9 L13H19 L13H20 L15H7 L14H20 L15H24 L16H9 L19H13 L18H31 L26H9 L23H1 L23H17
Specific_ratio_delta_x_hall,Absolute ratio contrast gated by hallucinated-step ratio strength.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Specific_ratio_delta_x_hall.json,L16H30,L16H30 L21H10 L19H31 L18H31 L30H24 L14H7 L16H17 L20H30 L19H15 L21H13 L31H22 L15H5 L20H12 L22H16 L17H31 L15H14 L15H19 L22H23 L24H4 L23H23
Specific_logtoi_delta_x_hall,Absolute log text-over-image contrast gated by hallucinated-step strength.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Specific_logtoi_delta_x_hall.json,L31H27,L31H27 L26H9 L28H25 L22H11 L21H10 L26H28 L29H10 L14H20 L27H12 L18H23 L14H16 L27H2 L15H13 L23H10 L25H23 L13H19 L23H18 L18H9 L19H31 L13H26
Specific_text_threefactor,Text mass three-factor score: delta * relative contrast * hall strength.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Specific_text_threefactor.json,L13H19,L13H19 L14H7 L13H10 L14H16 L13H20 L16H17 L13H7 L15H5 L20H12 L15H7 L31H22 L18H31 L16H30 L18H9 L21H10 L19H29 L16H4 L31H12 L30H1 L15H24
Specific_ratio_threefactor,Ratio three-factor score: delta * relative contrast * hall strength.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Specific_ratio_threefactor.json,L16H30,L16H30 L20H30 L22H16 L19H15 L18H31 L14H7 L20H28 L19H31 L30H24 L21H10 L31H22 L23H7 L24H4 L16H17 L24H24 L22H23 L21H19 L23H23 L21H13 L19H21
Object_text_minus_all,Object-token text-prefix excess over all generated steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Object_text_minus_all.json,L19H0,L19H0 L21H22 L16H21 L23H1 L30H2 L15H28 L27H17 L16H12 L23H3 L17H14 L17H24 L27H15 L18H5 L22H4 L28H23 L16H15 L15H12 L27H2 L14H22 L18H2
Hall_text_minus_all,Hallucinated-token text-prefix excess over all generated steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Hall_text_minus_all.json,L19H0,L19H0 L15H28 L23H1 L21H22 L16H21 L30H2 L16H12 L21H10 L27H17 L28H23 L27H15 L29H12 L15H7 L13H19 L14H22 L23H3 L17H14 L17H24 L21H0 L13H10
Object_ratio_minus_all,Object-token T/(T+I) excess over all generated steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Object_ratio_minus_all.json,L25H26,L25H26 L26H15 L28H16 L23H16 L24H14 L21H15 L29H27 L29H0 L16H27 L13H23 L29H12 L28H14 L26H7 L30H23 L17H27 L26H20 L23H9 L20H25 L25H7 L22H28
Hall_ratio_minus_all,Hallucinated-token T/(T+I) excess over all generated steps.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Hall_ratio_minus_all.json,L25H26,L25H26 L16H30 L21H10 L20H30 L26H15 L21H29 L21H9 L23H9 L24H14 L25H7 L23H0 L19H31 L19H9 L15H14 L28H14 L22H16 L19H15 L18H31 L21H13 L15H5
Fusion_text70_ratioC30,"Rank fusion: 70% global text-prefix reliance, 30% hallucination contrast in T/(T+I).",LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Fusion_text70_ratioC30.json,L26H14,L26H14 L29H10 L16H17 L20H12 L20H20 L18H23 L17H9 L17H10 L15H5 L16H2 L16H4 L15H27 L14H19 L16H9 L21H10 L14H2 L20H11 L20H5 L26H28 L15H19
Fusion_text50_ratioC30_imgdrop20,Rank fusion: text reliance + ratio contrast + image-attention drop.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Fusion_text50_ratioC30_imgdrop20.json,L16H17,L16H17 L26H14 L20H12 L29H10 L15H5 L21H10 L18H23 L15H27 L17H10 L18H31 L17H9 L20H11 L17H18 L15H19 L20H20 L14H19 L16H13 L17H0 L19H31 L15H14
Fusion_halltext50_logC30_imgdrop20,Rank fusion: hallucinated-step text reliance + log text-over-image contrast + image drop.,LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Fusion_halltext50_logC30_imgdrop20.json,L29H10,L29H10 L21H10 L16H17 L28H25 L26H28 L15H5 L14H20 L20H12 L18H23 L22H11 L16H2 L16H9 L26H9 L14H16 L31H27 L27H2 L17H10 L26H14 L27H12 L18H31
Fusion_text40_absC30_relC30,"Rank fusion balancing global text reliance, absolute text contrast, and relative text contrast.",LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Fusion_text40_absC30_relC30.json,L14H16,L14H16 L16H4 L18H9 L13H10 L16H17 L13H20 L20H12 L18H31 L19H13 L16H6 L15H5 L16H29 L22H17 L14H7 L26H19 L16H2 L15H24 L14H20 L16H9 L21H10
Fusion_ratio_policy,"Policy-style ratio fusion using hall ratio, absolute ratio contrast, and relative ratio contrast.",LLaVA/results/coco/llava-v1.5-7b_base_original_qa_n3000/surrogate_hh_scores/surrogate_score_zoo/ranked_heads_Fusion_ratio_policy.json,L21H10,L21H10 L19H31 L16H17 L18H31 L30H24 L21H13 L14H7 L15H5 L26H14 L29H29 L17H31 L18H23 L13H19 L23H9 L15H14 L20H12 L15H19 L25H19 L14H1 L31H22
